system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
000000000000000015d8,37,202,199,32,30,25,80,49,32,25,0,0,45,151,-187,-22,31,-72,22,-14,0,40,-11,17,485,122,20,-17,18,-17,18,-2,6,-131,-33,34,-57,-7,10,0,2.9206154,342.25,0.09500112,101201.0,0.0085565,161.125,288.71,1.9949973,"{""type"":""Point"",""coordinates"":[116.0625613215443,34.805901214463454]}"
0000000000000000195c,33,192,190,27,23,20,48,39,21,20,0,0,584,-718,-266,23,20,-86,37,27,3,31,-9,17,-368,70,-6,-21,57,-35,-20,0,-1650,-218,-15,47,-83,7,69,6,21.351532,320.375,0.09500112,95478.0,0.0078300005,165.75,286.3,3.3959973,"{""type"":""Point"",""coordinates"":[117.34562305866277,36.55330252158044]}"
000000000000000009cf,40,205,202,35,32,30,76,61,45,33,0,1,88,1100,-144,-18,22,-5,44,-66,-2,36,-13,14,-1359,18,5,-17,-53,-38,-32,3,1030,-82,-5,29,-24,4,-49,-2,2.4088202,348.375,0.09500112,100470.0,0.0085855005,148.25,289.175,2.5109973,"{""type"":""Point"",""coordinates"":[113.4207044750155,33.50531966930595]}"
000000000000000015aa,34,201,199,28,24,20,104,31,17,22,0,0,79,1311,-80,-15,121,78,103,-182,-2,51,-20,19,-2302,0,12,-125,-121,-49,41,6,741,-51,0,94,26,39,-131,-1,3.86737,348.375,0.09500112,100470.0,0.0085855005,148.25,289.175,2.5109973,"{""type"":""Point"",""coordinates"":[113.498587134015,33.54062237234608]}"
00000000000000001877,35,203,200,30,28,25,100,46,27,25,0,0,85,2088,-77,-10,101,72,83,-187,-5,48,-18,18,-2010,-16,0,-105,-131,-36,42,5,1354,-40,-1,97,28,20,-127,-3,2.224157,348.375,0.09500112,100470.0,0.0085855005,148.25,289.175,2.5109973,"{""type"":""Point"",""coordinates"":[113.46786392775675,33.53011227116311]}"
000000000000000001af,44,205,202,40,36,40,66,67,56,45,0,1,63,-905,-74,-15,36,-14,-6,-10,3,22,-5,10,1892,15,-11,-30,5,-1,39,-6,418,-64,-23,19,-17,19,-1,0,0.0,336.5,0.09500112,101035.0,0.0085325,170.75,288.325,1.7339973,"{""type"":""Point"",""coordinates"":[118.42144361522135,34.79835195637996]}"
00000000000000001893,36,200,199,30,26,23,77,41,24,25,0,0,46,4329,-87,-123,124,-21,104,-35,-12,48,-14,20,-835,29,66,-86,-5,-44,15,2,4814,-69,-98,59,-6,86,9,-14,1.4610277,336.5,0.09500112,101035.0,0.0085325,170.75,288.325,1.7339973,"{""type"":""Point"",""coordinates"":[118.40338871505594,34.78406945570578]}"
00000000000000001017,35,197,196,28,22,16,77,30,14,20,0,0,24,1302,-205,-123,102,-66,29,-29,-2,43,-15,17,1124,133,75,-59,58,-10,6,-4,1224,-138,-94,44,-66,35,-2,-3,1.1254774,338.5,0.09500112,101464.0,0.009073,171.125,288.43,2.1609974,"{""type"":""Point"",""coordinates"":[118.83107893349616,34.51484677050294]}"
00000000000000001019,38,202,200,33,31,30,76,68,46,31,0,0,22,7,-167,-37,63,-58,64,-45,1,36,-9,15,1014,62,-8,-33,8,-33,17,-3,135,-114,-29,23,-45,56,-20,0,1.12547,338.5,0.09500112,101464.0,0.009073,171.125,288.43,2.1609974,"{""type"":""Point"",""coordinates"":[118.83727708396047,34.5140352141112]}"
000000000000000009b5,38,202,200,34,30,29,69,59,46,35,0,1,53,189,-161,3,1,-21,48,-61,0,33,-10,14,-67,73,-6,-12,-1,-57,62,0,147,-113,-9,-7,-22,6,-12,0,1.4561099,348.5,0.09500112,100984.0,0.009096,151.0,289.24,2.3919973,"{""type"":""Point"",""coordinates"":[115.40634217411495,34.312992184015535]}"
00000000000000001409,42,204,202,38,35,36,71,70,60,39,0,1,55,-206,-137,-21,16,-5,35,-69,1,33,-9,14,633,41,-8,-12,-27,-20,38,-2,939,-99,-27,11,-29,12,-29,-2,1.4566029,348.5,0.09500112,100984.0,0.009096,151.0,289.24,2.3919973,"{""type"":""Point"",""coordinates"":[115.43490717546332,34.360963193148514]}"
000000000000000019b5,40,193,192,33,27,23,38,26,18,25,0,0,48,1385,-140,-11,23,49,59,-100,-3,32,-16,13,-796,81,14,-50,-64,-45,77,1,1171,-117,-30,38,17,24,-57,-3,2.7802885,348.5,0.09500112,100984.0,0.009096,151.0,289.24,2.3919973,"{""type"":""Point"",""coordinates"":[115.4338280730084,34.32727914379078]}"
00000000000000001b3c,30,190,189,24,18,13,40,37,17,19,0,0,1181,8,-321,24,19,-59,32,5,1,40,-14,17,-560,143,-30,-28,26,-10,-49,1,2186,-205,-49,24,-95,-14,-46,-6,37.275936,328.625,0.09500112,94285.0,0.008039501,156.0,286.25,1.8529972,"{""type"":""Point"",""coordinates"":[111.20060724252588,33.64680248663074]}"
0000000000000000030e,46,206,203,44,44,49,69,66,57,49,0,1,71,292,-91,10,20,-14,3,-55,0,19,-6,8,859,11,-17,-25,12,14,34,-3,868,-63,-4,7,-25,24,-16,-2,0.0,334.625,0.09500112,100978.0,0.008367,169.875,288.02,1.8369973,"{""type"":""Point"",""coordinates"":[118.6518632030571,35.140342711674]}"
000000000000000003bf,45,207,204,42,40,43,72,70,58,34,0,1,77,759,-121,-17,20,-40,53,-38,-1,25,-8,12,-824,31,35,12,-12,-7,33,2,197,-106,-4,18,-41,29,-23,0,2.466992,336.625,0.09500112,100952.0,0.009575,172.25,288.555,4.1149974,"{""type"":""Point"",""coordinates"":[116.85649088680717,35.81920071515165]}"
000000000000000003d0,44,204,201,41,39,41,63,61,49,41,0,1,75,243,-93,-19,3,-18,41,-44,0,22,-8,10,-896,30,26,15,-24,-5,41,2,-151,-83,-3,7,-30,24,-24,1,2.2866907,336.625,0.09500112,100952.0,0.009575,172.25,288.555,4.1149974,"{""type"":""Point"",""coordinates"":[116.84220838613294,35.82809216265222]}"
0000000000000000133a,45,207,203,43,40,45,62,69,58,45,0,1,52,612,-93,-8,26,34,46,-65,-1,26,-8,10,-166,17,9,-11,-46,-51,33,0,155,-58,-24,18,17,17,-38,0,1.4508952,348.625,0.09500112,101094.0,0.009193,158.5,289.59497,2.0789971,"{""type"":""Point"",""coordinates"":[114.72640506818236,33.79987450759343]}"
00000000000000001b39,35,195,193,29,24,18,92,54,23,21,0,0,46,1521,-163,-108,166,113,159,-183,-3,51,-19,20,-803,25,80,-87,-141,-74,85,1,700,-111,-85,112,72,75,-96,-1,4.4529624,348.625,0.09500112,101094.0,0.009193,158.5,289.59497,2.0789971,"{""type"":""Point"",""coordinates"":[114.74527152473948,33.75028930387911]}"
00000000000000000a7e,35,199,198,29,27,23,82,49,28,23,0,1,37,1441,-183,-73,110,10,129,-118,-3,44,-15,21,-233,38,15,-94,-94,-43,38,0,2072,-157,-57,96,-30,86,-90,-5,2.1651073,348.75,0.09500112,101223.0,0.009404501,158.25,289.385,2.3779974,"{""type"":""Point"",""coordinates"":[116.18113773675752,33.985827939724224]}"
0000000000000000147a,35,200,198,30,27,24,81,56,34,26,0,1,38,-277,-131,-69,84,17,91,-101,2,43,-13,20,206,46,21,-75,-55,-37,51,-1,110,-124,-40,69,-38,66,-76,0,2.4185925,348.75,0.09500112,101223.0,0.009404501,158.25,289.385,2.3779974,"{""type"":""Point"",""coordinates"":[116.11187897919535,33.91360387996156]}"
00000000000000000048,38,202,199,33,31,31,71,59,45,31,0,1,47,-148,-134,-35,43,-6,56,-72,1,36,-10,15,-432,44,12,-28,-38,-13,22,1,649,-99,-41,29,-30,17,-36,-1,1.4547777,348.75,0.09500112,101115.0,0.00922,154.125,289.305,2.4549973,"{""type"":""Point"",""coordinates"":[115.73539261815188,34.183366116391866]}"
000000000000000012eb,43,203,201,39,35,37,72,68,56,39,0,1,46,-537,-132,-18,24,0,48,-67,2,31,-8,14,386,28,-2,-28,-47,-20,14,-1,361,-104,-20,15,-25,28,-41,0,1.454091,348.75,0.09500112,101115.0,0.00922,154.125,289.305,2.4549973,"{""type"":""Point"",""coordinates"":[115.7585710254277,34.11599355857536]}"
000000000000000001c0,42,204,201,39,36,37,76,75,60,33,0,1,43,415,-155,-12,12,-31,49,-81,0,32,-7,14,466,74,-5,-2,-15,24,42,-1,1019,-113,-14,19,-52,39,-36,-2,0.0,340.875,0.09500112,101255.0,0.008354001,164.125,288.685,1.8119972,"{""type"":""Point"",""coordinates"":[116.25228269406522,34.897259276846455]}"
00000000000000000389,39,203,200,35,35,36,73,67,54,31,0,1,44,-186,-144,-14,24,-29,52,-76,1,33,-8,15,-20,74,0,-15,-8,5,43,0,797,-98,-16,30,-51,41,-39,-1,0.92740995,340.875,0.09500112,101255.0,0.008354001,164.125,288.685,1.8119972,"{""type"":""Point"",""coordinates"":[116.22317814148936,34.88055102519919]}"
00000000000000001cf8,37,200,198,30,25,22,70,45,22,23,0,0,66,148,-131,-56,62,75,91,-98,0,41,-17,17,-1181,55,24,-71,-83,-83,46,3,322,-77,-62,59,39,51,-65,0,4.33638,348.875,0.09500112,100751.0,0.0087715,149.0,289.24,2.2519972,"{""type"":""Point"",""coordinates"":[113.89932654568815,33.50046816735979]}"
00000000000000001d6c,38,202,200,33,30,26,74,47,31,30,0,0,70,1591,-169,-58,64,-81,53,-38,-3,38,-12,15,-583,49,23,-46,84,20,29,1,1998,-129,-55,38,-75,72,0,-5,2.173199,335.0,0.09500112,101010.0,0.00831,169.625,288.12,1.7329972,"{""type"":""Point"",""coordinates"":[118.51388078005925,35.1387240579916]}"
000000000000000002a2,40,204,201,36,34,33,67,53,40,32,0,1,42,-69,-126,-17,14,-37,4,-41,1,28,-9,13,-149,68,20,-6,-17,-19,58,0,320,-92,-21,19,-36,-2,0,0,1.4632994,337.0,0.09500112,101434.0,0.0080545,175.125,288.825,1.4869972,"{""type"":""Point"",""coordinates"":[116.96509675206488,34.99778079189428]}"
000000000000000013ac,36,201,199,31,27,25,75,52,35,28,0,1,47,505,-166,-28,18,-13,33,-76,0,40,-13,17,-418,77,17,-20,-13,-6,31,0,1578,-132,-32,9,-35,-4,-32,-4,0.92740995,349.0,0.09500112,101086.0,0.0091585005,151.375,289.27,2.4269972,"{""type"":""Point"",""coordinates"":[115.67772306422768,34.24130767548035]}"
0000000000000000150c,43,203,200,39,39,42,74,71,59,42,0,1,49,-435,-99,-37,38,5,65,-75,2,30,-8,13,-80,33,9,-16,-39,-24,37,0,898,-75,-25,10,-15,20,-44,-2,1.4552758,349.0,0.09500112,101086.0,0.0091585005,151.375,289.27,2.4269972,"{""type"":""Point"",""coordinates"":[115.6955059592288,34.231876676752314]}"
00000000000000000383,38,204,201,34,32,32,73,56,42,32,0,1,66,839,-176,-14,39,-71,5,3,-1,29,-8,13,-156,68,-24,-13,55,28,15,0,1640,-134,-27,15,-66,25,33,-4,0.92740995,335.25,0.09500112,101063.0,0.0083855,170.5,288.16998,1.7459972,"{""type"":""Point"",""coordinates"":[118.58395109401316,35.04467269857232]}"
000000000000000004d3,42,205,202,37,34,35,68,56,44,34,0,1,62,228,-122,-22,28,-47,-12,10,0,24,-7,10,1561,42,-17,-14,39,30,10,-5,814,-92,-31,26,-42,16,17,-2,1.463347,335.25,0.09500112,101063.0,0.0083855,170.5,288.16998,1.7459972,"{""type"":""Point"",""coordinates"":[118.52304423272412,35.00236028867617]}"
00000000000000000139,48,204,202,46,44,50,74,68,57,45,0,1,43,226,-108,-5,26,-15,38,-45,0,23,-7,11,-783,28,20,-14,-8,-2,31,2,101,-77,-7,17,-8,9,-9,0,0.0,337.25,0.09500112,101473.0,0.008796001,168.0,288.475,2.6479974,"{""type"":""Point"",""coordinates"":[116.29540220125205,35.86312731962916]}"
00000000000000000188,46,204,201,44,43,49,72,69,56,41,0,1,42,412,-101,1,15,-18,44,-44,0,20,-6,10,-817,19,31,-8,-7,-14,22,2,-178,-72,-9,18,-15,21,-10,1,0.92740995,337.25,0.09500112,101473.0,0.008796001,168.0,288.475,2.6479974,"{""type"":""Point"",""coordinates"":[116.29971415197073,35.899776671187425]}"
000000000000000001d5,39,203,201,35,33,33,75,56,39,25,0,1,41,-101,-173,-19,35,-75,45,-22,1,35,-11,17,-44,104,33,-26,48,-31,30,0,-404,-147,-27,31,-72,25,8,2,2.286419,337.25,0.09500112,101473.0,0.008796001,168.0,288.475,2.6479974,"{""type"":""Point"",""coordinates"":[116.25012894825642,35.81866116392419]}"
00000000000000001f26,36,200,198,30,27,24,77,51,30,23,0,0,39,1190,-140,-5,100,2,82,-83,-2,45,-14,21,-567,51,38,-80,-49,-51,63,1,185,-121,-10,76,-14,49,-33,0,3.5982075,337.25,0.09500112,101473.0,0.008796001,168.0,288.475,2.6479974,"{""type"":""Point"",""coordinates"":[116.23988639313666,35.86258776840168]}"
000000000000000012b7,35,202,199,30,28,26,83,59,39,21,0,1,38,-752,-157,-62,61,-20,90,-96,3,42,-12,18,356,62,33,-50,-52,-16,43,-1,-726,-117,-42,43,-48,54,-50,3,0.92740995,349.25,0.09500112,101242.0,0.00951,158.0,289.435,2.414997,"{""type"":""Point"",""coordinates"":[116.14583503371739,33.872370572520346]}"
0000000000000000132f,35,200,199,31,26,23,80,50,32,25,0,1,34,1330,-226,-48,40,-40,79,-92,-2,44,-14,21,-538,109,21,-37,-31,-30,20,1,677,-186,-23,39,-72,52,-58,-1,0.92740995,349.25,0.09500112,101242.0,0.00951,158.0,289.435,2.414997,"{""type"":""Point"",""coordinates"":[116.13990442931629,33.83383056211541]}"
00000000000000001341,34,199,197,29,26,22,78,47,30,22,0,1,37,948,-188,-75,53,-7,74,-60,-1,44,-13,20,-70,115,38,-65,-51,-27,13,0,1428,-155,-67,52,-49,39,-35,-3,0.0,349.25,0.09500112,101242.0,0.00951,158.0,289.435,2.414997,"{""type"":""Point"",""coordinates"":[116.18706388205754,33.810384608776396]}"
0000000000000000134a,34,198,196,28,24,20,78,39,22,23,0,1,35,1385,-229,-51,58,1,74,-82,-3,47,-16,22,-328,149,19,-69,-49,-19,15,0,1355,-191,-41,63,-39,34,-55,-3,0.92740995,349.25,0.09500112,101242.0,0.00951,158.0,289.435,2.414997,"{""type"":""Point"",""coordinates"":[116.167662333374,33.82979061656099]}"
000000000000000014f3,34,200,198,29,26,22,79,46,29,28,0,1,34,343,-192,-78,60,18,79,-82,0,44,-15,20,42,99,16,-64,-43,-18,30,0,731,-167,-62,60,-38,54,-60,-1,1.4508979,349.25,0.09500112,101242.0,0.00951,158.0,289.435,2.414997,"{""type"":""Point"",""coordinates"":[116.1867963359943,33.8004140588209]}"
00000000000000001502,34,200,198,29,26,22,76,45,29,33,0,1,37,96,-189,-59,61,4,52,-77,1,43,-15,19,-237,130,37,-51,-60,4,18,0,-230,-152,-32,46,-41,33,-30,1,2.232315,349.25,0.09500112,101242.0,0.00951,158.0,289.435,2.414997,"{""type"":""Point"",""coordinates"":[116.1156513786866,33.84488021452585]}"
00000000000000000182,43,205,202,40,39,43,70,66,56,40,0,1,76,595,-148,15,1,-92,62,-36,-1,24,-7,12,-889,70,1,2,32,-39,29,2,174,-114,0,6,-85,39,-10,0,3.4342263,337.375,0.09500112,101459.0,0.008867,167.25,288.51,2.8189974,"{""type"":""Point"",""coordinates"":[116.29944660590752,35.977391784123704]}"
000000000000000001ec,46,204,202,43,41,42,68,66,55,38,0,1,49,415,-116,2,8,-60,25,-20,0,20,-5,9,-524,20,11,1,-9,-11,12,1,-118,-91,0,7,-50,15,-5,0,0.92740995,337.375,0.09500112,101459.0,0.008867,167.25,288.51,2.8189974,"{""type"":""Point"",""coordinates"":[116.2760006525685,35.967688780231406]}"
000000000000000018d4,43,188,187,38,34,27,15,5,3,31,0,0,38,2048,-73,-26,57,60,-27,-26,-7,-9,-14,-3,-1899,-24,27,-24,28,0,-24,4,1674,-49,-15,57,113,-19,-28,-6,0.0,337.375,0.09500112,101459.0,0.008867,167.25,288.51,2.8189974,"{""type"":""Point"",""coordinates"":[116.22937629195367,35.9202573223259]}"
000000000000000000d1,39,203,200,35,34,36,67,63,53,35,0,1,46,1220,-143,-33,5,-9,51,-96,-3,29,-7,13,-401,11,0,-19,-39,-27,56,1,890,-69,-33,16,-18,4,-27,-2,2.4308326,341.5,0.09500112,101213.0,0.0086255,170.625,289.18,1.7549973,"{""type"":""Point"",""coordinates"":[116.85029273634282,34.413246153000166]}"
00000000000000000590,40,203,200,36,33,37,65,59,46,35,0,1,56,-77,-113,-20,29,-23,-6,-23,1,25,-7,10,244,27,-28,-18,22,22,26,-1,987,-84,-31,20,-37,27,2,-2,1.8543341,337.625,0.09500112,100970.0,0.008675501,169.25,288.35498,1.8059973,"{""type"":""Point"",""coordinates"":[118.46698887338124,34.56200622324417]}"
00000000000000000ef4,35,197,196,29,23,18,97,36,17,21,0,0,30,195,-93,-135,156,169,181,-152,1,51,-18,23,444,16,39,-146,-226,-76,38,-2,-916,-68,-75,140,101,105,-98,4,3.8679855,349.875,0.09500112,101251.0,0.009608501,157.375,289.465,2.4429972,"{""type"":""Point"",""coordinates"":[116.17305338654761,33.70690225062908]}"
00000000000000000c78,34,198,196,28,25,23,59,41,22,23,0,0,42,-353,-149,-26,0,-79,109,-62,2,39,-13,18,-1793,134,-8,-62,80,-81,13,5,1483,-121,-70,-1,-73,51,-59,-3,2.3516843,362.0,0.1575011,101004.0,0.011068,154.75,290.5,2.3659973,"{""type"":""Point"",""coordinates"":[119.07470191955119,30.930028283303027]}"
00000000000000000c7f,34,194,192,28,22,15,58,26,12,19,0,0,59,3432,-159,4,15,-79,-44,-18,-9,52,-20,22,-1849,16,-9,-21,68,23,-6,4,4717,-117,-56,3,-70,-72,-17,-14,4.286233,362.0,0.1575011,101004.0,0.011068,154.75,290.5,2.3659973,"{""type"":""Point"",""coordinates"":[119.04370670812867,30.933261131566777]}"
00000000000000000d39,35,199,198,29,26,22,79,49,27,23,0,0,19,-1440,-116,17,-20,15,-25,-51,6,43,-14,18,1688,73,-16,-7,-38,-39,8,-6,-1132,-74,-13,2,19,-58,-73,4,4.9325094,362.0,0.1575011,101165.0,0.0105435,146.875,290.435,2.8049972,"{""type"":""Point"",""coordinates"":[117.62185545072164,31.661704338758753]}"
00000000000000000d56,46,188,186,41,39,31,18,7,4,36,0,0,5,-1616,-82,-15,-58,-22,-4,94,4,-11,-14,-4,-2005,-70,-19,43,81,30,98,5,-1342,-96,10,-56,-9,17,87,3,0.0,362.0,0.1575011,101165.0,0.0105435,146.875,290.435,2.8049972,"{""type"":""Point"",""coordinates"":[117.69273286196616,31.650119594221895]}"
0000000000000000074f,36,201,199,31,28,25,79,48,29,31,0,1,37,356,-189,-13,-4,26,52,-58,0,37,-13,16,-137,94,9,-57,-32,-24,-42,0,255,-143,5,-5,26,0,-46,0,2.386421,354.375,0.1575011,101223.0,0.0098885,149.75,289.625,2.3189974,"{""type"":""Point"",""coordinates"":[115.59822175154578,32.53594677309524]}"
00000000000000001179,47,205,202,43,32,34,50,62,54,32,0,1,37,542,-103,-9,-1,-19,23,-17,-1,18,-1,7,882,-38,-9,-28,-34,-66,-44,-2,792,-67,-2,0,-18,-5,-7,-2,1.0975925,356.625,0.1575011,101346.0,0.010055,152.375,290.01,1.9549973,"{""type"":""Point"",""coordinates"":[116.26710474596688,32.336789942745185]}"
000000000000000011ae,65,203,200,66,53,49,80,101,105,56,0,1,18,348,-149,0,23,-43,39,-30,0,43,0,13,436,-47,-9,-43,-11,-80,-39,-1,749,-58,-6,4,-22,1,-9,-1,3.540696,356.625,0.1575011,101346.0,0.010055,152.375,290.01,1.9549973,"{""type"":""Point"",""coordinates"":[116.26036704427514,32.3960781503518]}"
00000000000000000c22,30,191,190,23,18,12,33,16,8,16,0,0,404,-390,-293,53,21,24,-59,46,2,40,-18,17,651,68,21,3,4,32,-41,-3,-960,-191,-40,9,-32,-74,112,4,25.65757,346.75,0.1575011,95613.0,0.010625001,150.75,288.16498,2.6259973,"{""type"":""Point"",""coordinates"":[115.856127238275,30.735183403671652]}"
00000000000000000dac,36,199,196,31,28,27,55,26,14,27,0,0,31,1863,-304,140,-123,-108,81,-78,-5,34,-15,15,-1795,167,-126,-17,-48,-74,0,5,1206,-216,120,-90,-84,42,-54,-3,0.92740995,355.125,0.1575011,101296.0,0.0099445,151.625,289.8,2.2009974,"{""type"":""Point"",""coordinates"":[115.8895437415695,32.426801356610035]}"
00000000000000000bcb,42,193,191,37,35,29,19,9,6,31,0,0,7,-483,-64,-26,-9,-28,-28,4,1,-4,-15,-1,334,-11,-13,33,-31,-23,32,-2,-64,-75,-19,-19,7,-12,19,0,0.0,370.875,0.1887511,100870.0,0.0121275,142.625,291.71997,3.0579972,"{""type"":""Point"",""coordinates"":[116.79369782577255,30.097830712799478]}"
00000000000000000bdb,40,190,189,34,30,27,26,9,6,28,0,0,10,-1654,66,-9,-25,1,-37,-10,5,13,-15,4,-1795,132,56,1,-18,-26,-16,5,-2062,94,26,13,40,-34,-11,7,2.9799945,367.0,0.1887511,100858.0,0.0113295,142.0,291.09497,2.9919972,"{""type"":""Point"",""coordinates"":[117.01684016068904,30.31127004382372]}"
000000000000000007b4,37,203,199,32,29,28,52,49,39,28,0,1,58,550,-80,2,6,-18,-2,16,-1,24,-12,9,-874,84,17,26,-21,-8,0,2,1316,-51,17,7,-26,7,-9,-3,1.4171945,367.625,0.2200011,99668.0,0.011898501,141.5,291.155,2.9359972,"{""type"":""Point"",""coordinates"":[117.18069428799897,30.08785570374291]}"
00000000000000000bcc,32,195,193,25,19,13,69,33,13,17,0,0,205,827,-185,8,27,-28,-81,24,-1,52,-19,19,-353,158,13,8,-1,28,29,0,752,-102,51,24,-39,-48,-19,-1,44.386944,367.625,0.2200011,99668.0,0.011898501,141.5,291.155,2.9359972,"{""type"":""Point"",""coordinates"":[117.10711912061714,30.044740655657154]}"
0000000000000000088a,44,206,203,41,40,42,75,70,54,47,0,1,82,709,-89,-1,13,-39,25,-19,-1,23,-8,10,-44,40,-32,12,-31,-30,-72,0,484,-63,-22,12,-50,20,-37,0,3.5905492,342.0,0.050001115,100094.0,0.0081675,160.875,289.385,2.1109972,"{""type"":""Point"",""coordinates"":[114.06910681829811,35.43840240338948]}"
00000000000000001376,44,205,202,40,34,33,53,45,34,28,1,1,73,659,-95,3,7,-26,6,-11,-1,20,-11,8,601,6,-29,30,-36,6,-71,-2,256,-61,-15,5,-29,0,-27,0,1.4680076,342.0,0.050001115,100094.0,0.0081675,160.875,289.385,2.1109972,"{""type"":""Point"",""coordinates"":[114.0569825225338,35.43274380415266]}"
000000000000000012f3,45,204,202,41,39,42,65,57,51,39,0,1,76,446,-120,-32,27,-27,53,-35,0,23,-10,10,-993,11,-9,-2,-24,-27,-32,2,-92,-71,-34,13,-27,38,-44,0,0.92740995,344.0,0.050001115,100472.0,0.008400501,164.25,289.885,1.8849972,"{""type"":""Point"",""coordinates"":[113.79988413309526,35.25352807371362]}"
00000000000000001649,30,190,189,26,22,20,46,53,29,21,1,0,1611,764,-159,36,13,-74,61,-20,-1,23,-7,11,1444,-90,-125,-16,-38,-72,-16,-5,626,-163,13,-14,-62,28,-7,-1,20.269169,260.25,0.050001115,85819.0,0.004477001,175.5,276.39,3.9109974,"{""type"":""Point"",""coordinates"":[115.57935529498867,41.505263555362646]}"
00000000000000001b93,33,195,194,28,22,24,46,47,35,23,0,0,816,871,-98,5,23,-77,48,-2,-2,22,-7,11,-785,75,-12,-39,4,-65,8,2,205,-83,-17,46,-97,36,16,0,5.014815,282.25,0.050001115,92916.0,0.0053545004,170.875,280.59998,2.3089972,"{""type"":""Point"",""coordinates"":[118.76208772199723,41.34060233076205]}"
000000000000000016bd,32,203,200,26,21,16,60,34,18,18,0,0,10,689,-216,-13,50,-167,71,-20,-1,30,-12,13,-1478,165,0,0,61,-74,-13,4,371,-171,-20,33,-129,2,14,0,2.557008,326.25,0.050001115,101585.0,0.0072355,158.25,287.345,2.2589972,"{""type"":""Point"",""coordinates"":[116.22479679517178,38.9340165740152]}"
0000000000000000126e,46,204,201,42,39,43,61,64,57,44,0,1,33,-344,-62,-11,10,-1,5,-14,1,14,-5,7,-482,32,-23,-5,-12,-2,9,1,4,-54,-14,15,-22,3,-4,0,1.4896865,328.25,0.050001115,101184.0,0.008096,164.75,287.39,2.7299972,"{""type"":""Point"",""coordinates"":[115.8305230800261,37.31273648109387]}"
000000000000000013a7,44,204,202,41,36,40,68,62,52,34,0,1,76,112,-122,-12,23,-22,55,-54,0,27,-8,11,-362,10,18,-22,-7,-43,8,0,31,-74,-22,12,-20,18,-24,0,3.0015526,344.25,0.050001115,100448.0,0.008355001,160.125,289.60498,2.0409973,"{""type"":""Point"",""coordinates"":[114.1370189273421,35.053024594845425]}"
000000000000000014e3,43,204,202,40,37,41,69,64,54,41,0,1,77,466,-112,-19,26,-36,61,-59,0,26,-9,12,86,22,24,-8,0,-41,13,0,527,-69,-28,16,-24,16,-25,-1,3.865573,344.25,0.050001115,100448.0,0.008355001,160.125,289.60498,2.0409973,"{""type"":""Point"",""coordinates"":[114.1186964811135,35.03227639764374]}"
00000000000000001713,32,193,192,27,23,22,49,45,28,20,1,0,1100,-1194,-132,36,4,-78,52,-7,4,26,-9,12,1778,107,-32,-4,52,-27,-38,-6,-1105,-127,16,21,-78,58,-24,4,12.123795,272.375,0.050001115,88027.0,0.0044130003,176.0,279.46997,3.0399973,"{""type"":""Point"",""coordinates"":[114.74850437300324,40.91210947413222]}"
0000000000000000160d,36,202,200,31,30,30,79,63,43,29,0,0,25,1338,-188,-89,135,-72,21,-13,-3,38,-11,18,-1581,147,54,-79,19,-46,28,4,483,-152,-75,104,-84,-1,12,0,2.5219061,326.375,0.050001115,101202.0,0.007877001,165.375,287.35,2.6229973,"{""type"":""Point"",""coordinates"":[115.60711319904634,37.777887607484075]}"
00000000000000001c0e,34,201,199,29,25,23,83,46,30,24,0,0,11,1716,-145,-86,163,-79,15,-30,-4,34,-11,15,-1335,107,43,-101,3,-64,0,3,1116,-113,-61,113,-62,-26,-1,-2,2.5487595,328.375,0.050001115,101511.0,0.0074850004,149.625,286.89,2.2709973,"{""type"":""Point"",""coordinates"":[115.87094929017664,38.66829428313931]}"
00000000000000001956,34,198,197,27,28,26,81,57,34,26,0,0,848,-156,-170,14,17,-153,95,-13,1,27,-8,14,-372,127,-16,-10,98,-86,-20,0,148,-124,-6,23,-152,76,-5,0,4.0942793,280.5,0.050001115,89549.0,0.0044570006,173.625,280.99,2.322997,"{""type"":""Point"",""coordinates"":[114.95493845627252,40.4741811596733]}"
00000000000000001270,43,205,201,40,39,46,75,69,60,42,0,1,29,287,-100,-28,49,-35,-6,-12,0,23,-6,11,-872,83,-18,6,5,-30,11,2,575,-98,-29,42,-55,-10,6,-1,0.92740995,328.5,0.050001115,101104.0,0.0079985,163.25,287.49,2.7689972,"{""type"":""Point"",""coordinates"":[115.64268790725073,37.473357760140054]}"
000000000000000015f7,35,201,200,30,25,22,76,53,35,25,0,0,19,-686,-176,-21,30,-179,61,-25,3,34,-12,14,886,112,0,4,84,-82,-23,-3,-806,-115,-37,22,-133,11,-3,3,2.3717403,328.5,0.050001115,101319.0,0.0074485,145.375,286.66998,2.3349972,"{""type"":""Point"",""coordinates"":[115.51440848814524,38.586099673421145]}"
